Oct  9, 2025 15:21:57.446922000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	156
Oct  9, 2025 15:21:57.466052000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	156
Oct  9, 2025 15:21:57.696111000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	155
Oct  9, 2025 15:21:57.724001000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	155
Oct  9, 2025 15:21:57.893740000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	178
Oct  9, 2025 15:21:57.909396000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	178
Oct  9, 2025 15:21:58.093644000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	174
Oct  9, 2025 15:21:58.120231000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	174
Oct  9, 2025 15:21:58.289252000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	121
Oct  9, 2025 15:21:58.313948000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	121
Oct  9, 2025 15:21:58.407616000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	131
Oct  9, 2025 15:21:58.441288000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	131
Oct  9, 2025 15:21:58.654223000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	155
Oct  9, 2025 15:21:58.683642000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	155
Oct  9, 2025 15:21:58.879161000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	131
Oct  9, 2025 15:21:58.895854000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	131
Oct  9, 2025 15:21:59.100024000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	144
Oct  9, 2025 15:21:59.120184000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	144
Oct  9, 2025 15:21:59.211908000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	125
Oct  9, 2025 15:21:59.250614000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	125
Oct  9, 2025 15:21:59.439782000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	150
Oct  9, 2025 15:21:59.464501000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	150
Oct  9, 2025 15:21:59.655109000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	134
Oct  9, 2025 15:21:59.683603000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	134
Oct  9, 2025 15:21:59.855569000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	180
Oct  9, 2025 15:21:59.875439000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	180
Oct  9, 2025 15:22:00.074000000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	167
Oct  9, 2025 15:22:00.094279000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	167
Oct  9, 2025 15:22:00.331141000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	141
Oct  9, 2025 15:22:00.351442000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	141
Oct  9, 2025 15:22:00.545601000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	138
Oct  9, 2025 15:22:00.563596000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	138
Oct  9, 2025 15:22:00.740607000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	153
Oct  9, 2025 15:22:00.764896000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	153
Oct  9, 2025 15:22:01.001800000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	179
Oct  9, 2025 15:22:01.019108000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	179
Oct  9, 2025 15:22:01.191287000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	129
Oct  9, 2025 15:22:01.214824000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	129
Oct  9, 2025 15:22:01.336681000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	133
Oct  9, 2025 15:22:01.364817000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	133
Oct  9, 2025 15:22:01.551464000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	132
Oct  9, 2025 15:22:01.578607000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	132
Oct  9, 2025 15:22:01.818685000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	122
Oct  9, 2025 15:22:01.840860000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	122
Oct  9, 2025 15:22:02.054915000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	144
Oct  9, 2025 15:22:02.073483000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	144
Oct  9, 2025 15:22:02.315333000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	134
Oct  9, 2025 15:22:02.343581000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	134
Oct  9, 2025 15:22:02.455002000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	172
Oct  9, 2025 15:22:02.493327000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	172
Oct  9, 2025 15:22:02.735165000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	138
Oct  9, 2025 15:22:02.763498000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	138
Oct  9, 2025 15:22:02.960535000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	163
Oct  9, 2025 15:22:02.975200000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	163
Oct  9, 2025 15:22:03.090421000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	169
Oct  9, 2025 15:22:03.118323000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	169
Oct  9, 2025 15:22:03.360817000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	146
Oct  9, 2025 15:22:03.384372000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	146
Oct  9, 2025 15:22:03.500085000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	120
Oct  9, 2025 15:22:03.533573000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	120
Oct  9, 2025 15:22:03.745974000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	138
Oct  9, 2025 15:22:03.764369000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	138
Oct  9, 2025 15:22:03.928951000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	145
Oct  9, 2025 15:22:03.946652000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	145
Oct  9, 2025 15:22:04.132286000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	131
Oct  9, 2025 15:22:04.158310000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	131
Oct  9, 2025 15:22:04.371741000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	134
Oct  9, 2025 15:22:04.395077000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	134
Oct  9, 2025 15:22:04.636524000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	165
Oct  9, 2025 15:22:04.655700000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	165
Oct  9, 2025 15:22:04.852617000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	157
Oct  9, 2025 15:22:04.869537000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	157
Oct  9, 2025 15:22:05.089491000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	131
Oct  9, 2025 15:22:05.105523000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	131
Oct  9, 2025 15:22:05.331134000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	160
Oct  9, 2025 15:22:05.351209000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	160
Oct  9, 2025 15:22:05.587515000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	152
Oct  9, 2025 15:22:05.605417000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	152
Oct  9, 2025 15:22:05.844542000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	159
Oct  9, 2025 15:22:05.864715000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	159
Oct  9, 2025 15:22:06.055242000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	124
Oct  9, 2025 15:22:06.079073000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	124
Oct  9, 2025 15:22:06.251702000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	176
Oct  9, 2025 15:22:06.270874000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	176
Oct  9, 2025 15:22:06.511122000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	158
Oct  9, 2025 15:22:06.540353000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	158
Oct  9, 2025 15:22:06.728292000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	171
Oct  9, 2025 15:22:06.744534000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	171
Oct  9, 2025 15:22:06.968930000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	141
Oct  9, 2025 15:22:06.986441000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	141
Oct  9, 2025 15:22:07.190310000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	174
Oct  9, 2025 15:22:07.211492000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	174
Oct  9, 2025 15:22:07.300818000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	121
Oct  9, 2025 15:22:07.330423000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	121
Oct  9, 2025 15:22:07.561606000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	142
Oct  9, 2025 15:22:07.583365000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	142
Oct  9, 2025 15:22:07.818494000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	118
Oct  9, 2025 15:22:07.848738000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	118
Oct  9, 2025 15:22:08.051157000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	182
Oct  9, 2025 15:22:08.080093000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	182
Oct  9, 2025 15:22:08.308622000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	156
Oct  9, 2025 15:22:08.324924000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	156
Oct  9, 2025 15:22:08.533527000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	172
Oct  9, 2025 15:22:08.558112000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	172
Oct  9, 2025 15:22:08.726518000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	167
Oct  9, 2025 15:22:08.744780000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	167
Oct  9, 2025 15:22:08.975159000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	177
Oct  9, 2025 15:22:08.999940000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	177
Oct  9, 2025 15:22:09.174561000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	169
Oct  9, 2025 15:22:09.195983000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	169
Oct  9, 2025 15:22:09.362325000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	126
Oct  9, 2025 15:22:09.386778000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	126
Oct  9, 2025 15:22:09.594934000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	120
Oct  9, 2025 15:22:09.625036000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	120
Oct  9, 2025 15:22:09.864524000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	135
Oct  9, 2025 15:22:09.887906000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	135
Oct  9, 2025 15:22:10.008741000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	160
Oct  9, 2025 15:22:10.033501000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	160
Oct  9, 2025 15:22:10.208579000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	143
Oct  9, 2025 15:22:10.233560000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	143
Oct  9, 2025 15:22:10.424127000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	127
Oct  9, 2025 15:22:10.454435000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	127
Oct  9, 2025 15:22:10.640923000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	169
Oct  9, 2025 15:22:10.658882000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	169
Oct  9, 2025 15:22:10.847612000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	138
Oct  9, 2025 15:22:10.865353000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	138
Oct  9, 2025 15:22:11.104265000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	134
Oct  9, 2025 15:22:11.124850000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	134
Oct  9, 2025 15:22:11.311775000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	142
Oct  9, 2025 15:22:11.341609000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	142
Oct  9, 2025 15:22:11.453993000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	134
Oct  9, 2025 15:22:11.473541000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	134
Oct  9, 2025 15:22:11.665870000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	161
Oct  9, 2025 15:22:11.693243000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	161
Oct  9, 2025 15:22:11.917810000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	146
Oct  9, 2025 15:22:11.939917000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	146
Oct  9, 2025 15:22:12.051807000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	160
Oct  9, 2025 15:22:12.068922000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	160
Oct  9, 2025 15:22:12.293983000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	138
Oct  9, 2025 15:22:12.325223000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	138
Oct  9, 2025 15:22:12.434378000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	119
Oct  9, 2025 15:22:12.455897000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	119
Oct  9, 2025 15:22:12.682675000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	181
Oct  9, 2025 15:22:12.705036000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	181
Oct  9, 2025 15:22:12.885677000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	129
Oct  9, 2025 15:22:12.907106000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	129
Oct  9, 2025 15:22:13.099737000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	166
Oct  9, 2025 15:22:13.121264000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	166
Oct  9, 2025 15:22:13.293634000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	139
Oct  9, 2025 15:22:13.313497000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	139
Oct  9, 2025 15:22:13.482979000 +08	192.168.0.115,10.45.0.27	192.168.0.132,8.8.8.8	0x00004af3	136
Oct  9, 2025 15:22:13.498192000 +08	192.168.0.132,8.8.8.8	192.168.0.115,10.45.0.27	0x00000001	136
