time,rtt_ms,jitter_ms
2025-10-10 11:07:08.265343,15.2,0.0
2025-10-10 11:07:08.265393,18.4,3.1999999999999993
2025-10-10 11:07:08.265402,19.1,0.7000000000000028
2025-10-10 11:07:08.265410,22.4,3.299999999999997
2025-10-10 11:07:08.265417,20.6,1.7999999999999972
2025-10-10 11:07:08.265425,22.9,2.299999999999997
2025-10-10 11:07:08.265432,25.0,2.1000000000000014
2025-10-10 11:07:08.265440,19.8,5.199999999999999
2025-10-10 11:07:08.265447,24.2,4.399999999999999
2025-10-10 11:07:08.265454,25.9,1.6999999999999993
2025-10-10 11:07:08.265461,18.4,7.5
2025-10-10 11:07:08.265468,21.2,2.8000000000000007
2025-10-10 11:07:08.265475,26.0,4.800000000000001
2025-10-10 11:07:08.265482,18.5,7.5
2025-10-10 11:07:08.265489,28.6,10.100000000000001
2025-10-10 11:07:08.265496,16.0,12.600000000000001
2025-10-10 11:07:08.265504,34.1,18.1
2025-10-10 11:07:08.265511,36.7,2.6000000000000014
2025-10-10 11:07:08.265518,27.4,9.300000000000004
2025-10-10 11:07:08.265525,17.7,9.7
2025-10-10 11:07:08.265532,36.5,18.8
2025-10-10 11:07:08.265539,16.8,19.7
2025-10-10 11:07:08.265546,31.5,14.7
2025-10-10 11:07:08.265553,21.3,10.2
2025-10-10 11:07:08.265560,31.1,9.8
2025-10-10 11:07:08.265567,20.9,10.200000000000003
2025-10-10 11:07:08.265574,19.3,1.5999999999999979
2025-10-10 11:07:08.265581,25.6,6.300000000000001
2025-10-10 11:07:08.265701,28.3,2.6999999999999993
2025-10-10 11:07:08.265744,16.9,11.400000000000002
2025-10-10 11:07:08.265782,18.5,1.6000000000000014
2025-10-10 11:07:08.265791,15.2,3.3000000000000007
2025-10-10 11:07:08.265798,20.5,5.300000000000001
2025-10-10 11:07:08.265805,19.3,1.1999999999999993
2025-10-10 11:07:08.265812,19.5,0.1999999999999993
2025-10-10 11:07:08.265819,28.3,8.8
2025-10-10 11:07:08.265826,16.1,12.2
2025-10-10 11:07:08.265833,27.0,10.899999999999999
2025-10-10 11:07:08.265840,25.1,1.8999999999999986
2025-10-10 11:07:08.265847,34.0,8.899999999999999
2025-10-10 11:07:08.265854,29.8,4.199999999999999
2025-10-10 11:07:08.265861,17.1,12.7
2025-10-10 11:07:08.265868,20.6,3.5
2025-10-10 11:07:08.265875,39.1,18.5
2025-10-10 11:07:08.265882,25.1,14.0
2025-10-10 11:07:08.265889,28.8,3.6999999999999993
2025-10-10 11:07:08.265896,20.2,8.600000000000001
2025-10-10 11:07:08.265903,20.7,0.5
2025-10-10 11:07:08.265909,20.7,0.0
2025-10-10 11:07:08.265977,18.4,2.3000000000000007
2025-10-10 11:07:08.265990,24.7,6.300000000000001
2025-10-10 11:07:08.265997,17.7,7.0
